페이지,도면번호,탭,TYPE,열,이전값,새값,근거,어느 단계,행 키
49,D00P-00GHB10-M05-0001,FIELD,LIT,description,WATER AND FIRE STORAGE TANK A LEVEL,WATER AND FIRE STORAGE TANK A LEVEL B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,8bfed5d06b853e45
49,D00P-00GHB10-M05-0001,FIELD,LIT,description,WATER AND FIRE STORAGE TANK A LEVEL,WATER AND FIRE STORAGE TANK A LEVEL C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e7c16e8f9bd989e8
51,D00P-00GKB10-M05-0001,FIELD,LIT,description,POTABLE WATER STORAGE TANK LEVEL,POTABLE WATER STORAGE TANK LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,df674d99b0fd367f
51,D00P-00GKB10-M05-0001,FIELD,LIT,description,POTABLE WATER STORAGE TANK LEVEL,POTABLE WATER STORAGE TANK LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,f29b70c61eddcbe6
52,D00P-00GMA10-M05-0001,FIELD,LS,description,AREA CHEMICAL SUMP PUMP #11 LEVEL HIGH HIGH,AREA CHEMICAL SUMP PUMP #11 LEVEL HIGH HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,4dffcadbb4b6aaa6
52,D00P-00GMA10-M05-0001,FIELD,LS,description,AREA CHEMICAL SUMP PUMP #11 LEVEL HIGH HIGH,AREA CHEMICAL SUMP PUMP #11 LEVEL HIGH HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,52ce0396f03e1a14
52,D00P-00GMA10-M05-0001,FIELD,LS,description,AREA CHEMICAL SUMP PUMP #12 HRSG LEVEL HIGH HIGH,AREA CHEMICAL SUMP PUMP #12 HRSG LEVEL HIGH HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,92b574f68f268746
52,D00P-00GMA10-M05-0001,FIELD,LS,description,AREA CHEMICAL SUMP PUMP #12 HRSG LEVEL HIGH HIGH,AREA CHEMICAL SUMP PUMP #12 HRSG LEVEL HIGH HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ebc88bf6846e2011
53,D00P-00GMB10-M05-0001,FIELD,LS,description,BFP AREA OILY SUMP PUMP #22 LEVEL HIGH HIGH,BFP AREA OILY SUMP PUMP #22 LEVEL HIGH HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,528cd7ae5234c179
53,D00P-00GMB10-M05-0001,FIELD,LS,description,BFP AREA OILY SUMP PUMP #22 LEVEL HIGH HIGH,BFP AREA OILY SUMP PUMP #22 LEVEL HIGH HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,63e26d9526a10295
54,D00P-00GMB10-M05-0002,FIELD,LS,description,ST TR & EDG AREA OILY SUMP PUMP #20 LEVEL HIGH HIGH,ST TR & EDG AREA OILY SUMP PUMP #20 LEVEL HIGH HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6f7db26ec16f663e
54,D00P-00GMB10-M05-0002,FIELD,LS,description,ST TR & EDG AREA OILY SUMP PUMP #20 LEVEL HIGH HIGH,ST TR & EDG AREA OILY SUMP PUMP #20 LEVEL HIGH HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ab6da0ef1dc28c8d
56,D00P-00GQA10-M05-0001,FIELD,LS,description,BUILDING SANITARY SUMP PUMP SF FACILITIES OFFICE LEVEL HIGH HIGH,BUILDING SANITARY SUMP PUMP SF FACILITIES OFFICE LEVEL HIGH HIGH A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,2cd2662c9e17dd0c
56,D00P-00GQA10-M05-0001,FIELD,LS,description,BUILDING SANITARY SUMP PUMP SF FACILITIES OFFICE LEVEL HIGH HIGH,BUILDING SANITARY SUMP PUMP SF FACILITIES OFFICE LEVEL HIGH HIGH B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,69386a6b7e98b344
