페이지,도면번호,탭,TYPE,열,이전값,새값,근거,어느 단계,행 키
25,D00P-11EKG10-M05-0001,PNEUMATIC,BALL,description,FROM HRSG#11 IP ECONOMIZER BALL VALVE,FROM HRSG#11 IP ECONOMIZER BALL VALVE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,aaeb577052221e0f
25,D00P-11EKG10-M05-0001,PNEUMATIC,BALL,description,FROM HRSG#11 IP ECONOMIZER BALL VALVE,FROM HRSG#11 IP ECONOMIZER BALL VALVE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,cced286b26d4accd
26,D00P-00PAB10-M05-0001,MOV,BALL,description,TO TRAVELING BAND SCREEN D BALL VALVE,TO TRAVELING BAND SCREEN D BALL VALVE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b7ee1642ebee3de5
26,D00P-00PAB10-M05-0001,MOV,BALL,description,TO TRAVELING BAND SCREEN D BALL VALVE,TO TRAVELING BAND SCREEN D BALL VALVE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,c899817bce5e0215
26,D00P-00PAB10-M05-0001,MOV,BALL,description,TO TRAVELING BAND SCREEN D BALL VALVE,TO TRAVELING BAND SCREEN D BALL VALVE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,f8948d3af81604f8
27,D00P-00PAB10-M05-0002,BFV,BUTTERFLY,description,FROM SCREEM WASH PUMP BUTTERFLY VALVE,FROM SCREEM WASH PUMP BUTTERFLY VALVE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,996e3a9fd40bc377
27,D00P-00PAB10-M05-0002,BFV,BUTTERFLY,description,FROM SCREEM WASH PUMP BUTTERFLY VALVE,FROM SCREEM WASH PUMP BUTTERFLY VALVE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,a00f7e2d523b2802
31,D00P-10PCB10-M05-0001,FIELD,PI,description,UNIT #10 ACW PUMP PRESSURE,UNIT #10 ACW PUMP PRESSURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,2ea8bb3115546dc9
31,D00P-10PCB10-M05-0001,FIELD,PI,description,UNIT #10 ACW PUMP PRESSURE,UNIT #10 ACW PUMP PRESSURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,3a5c543b5680da7d
31,D00P-10PCB10-M05-0001,FIELD,PI,description,UNIT #10 ACW PUMP PRESSURE,UNIT #10 ACW PUMP PRESSURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,519c2d8b943d1e28
31,D00P-10PCB10-M05-0001,FIELD,TI,description,UNIT #10 ACW PUMP TEMPERATURE,UNIT #10 ACW PUMP TEMPERATURE A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,9869fd0166f9715a
31,D00P-10PCB10-M05-0001,FIELD,TI,description,UNIT #10 ACW PUMP TEMPERATURE,UNIT #10 ACW PUMP TEMPERATURE C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,c81b6d8d753a79dd
31,D00P-10PCB10-M05-0001,FIELD,TI,description,UNIT #10 ACW PUMP TEMPERATURE,UNIT #10 ACW PUMP TEMPERATURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,fd4a47e76087d6bc
32,D00P-00EGD00-M05-0001,FIELD,FS,description,FUEL OIL SUPPLY FLOW,FUEL OIL SUPPLY FLOW A,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,27f0ab6ec839c066
32,D00P-00EGD00-M05-0001,FIELD,FS,description,FUEL OIL SUPPLY FLOW,FUEL OIL SUPPLY FLOW B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6c36f831e99266ae
32,D00P-00EGD00-M05-0001,FIELD,FS,description,FUEL OIL SUPPLY FLOW,FUEL OIL SUPPLY FLOW C,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ac3c4ca26add25ed
33,D00P-00EGD00-M05-0002,FIELD,PI,description,AUX FUEL OIL FORWARDING PUMP PRESSURE,AUX FUEL OIL FORWARDING PUMP PRESSURE B,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,0a80f25f6e4763f4
33,D00P-00EGD00-M05-0002,MOV,GATE,description,TO GT#12 GATE VALVE,TO GT#12 GATE VALVE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,197baae03781002d
33,D00P-00EGD00-M05-0002,FIELD,PI,description,AUX FUEL OIL FORWARDING PUMP PRESSURE,AUX FUEL OIL FORWARDING PUMP PRESSURE C,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,20abc8991cce93b2
33,D00P-00EGD00-M05-0002,FIELD,PI,description,AUX FUEL OIL FORWARDING PUMP PRESSURE,AUX FUEL OIL FORWARDING PUMP PRESSURE D,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,24d79840f2210008
33,D00P-00EGD00-M05-0002,FIELD,PI,description,GT FUEL OIL FORWARDING PUMP PRESSURE,GT FUEL OIL FORWARDING PUMP PRESSURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,574dc96f7ddc26a6
33,D00P-00EGD00-M05-0002,FIELD,PI,description,GT FUEL OIL FORWARDING PUMP PRESSURE,GT FUEL OIL FORWARDING PUMP PRESSURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,827c7e4c767f2391
33,D00P-00EGD00-M05-0002,FIELD,PI,description,AUX FUEL OIL FORWARDING PUMP PRESSURE,AUX FUEL OIL FORWARDING PUMP PRESSURE E,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 E번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,87b9c68082a09212
33,D00P-00EGD00-M05-0002,FIELD,PI,description,SLOP OIL TRANSFER PUMP PRESSURE,SLOP OIL TRANSFER PUMP PRESSURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,8d2bed30818f3460
33,D00P-00EGD00-M05-0002,FIELD,PI,description,AUX FUEL OIL FORWARDING PUMP PRESSURE,AUX FUEL OIL FORWARDING PUMP PRESSURE A,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,9bfe1fa4283ba65c
33,D00P-00EGD00-M05-0002,FIELD,PI,description,GT FUEL OIL FORWARDING PUMP PRESSURE,GT FUEL OIL FORWARDING PUMP PRESSURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,b01b34963f2fd2c8
33,D00P-00EGD00-M05-0002,FIELD,LIT,description,FUEL OIL STORAGE TANK B LEVEL,FUEL OIL STORAGE TANK B LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,c1a27f48189e26bd
33,D00P-00EGD00-M05-0002,FIELD,PI,description,SLOP OIL TRANSFER PUMP PRESSURE,SLOP OIL TRANSFER PUMP PRESSURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,c7bf2b90fbb96c1f
33,D00P-00EGD00-M05-0002,MOV,GATE,description,TO GT#12 GATE VALVE,TO GT#12 GATE VALVE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,d00fd85f37fbc2c7
33,D00P-00EGD00-M05-0002,FIELD,LIT,description,FUEL OIL STORAGE TANK B LEVEL,FUEL OIL STORAGE TANK B LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,de9c52602ab817a9
33,D00P-00EGD00-M05-0002,FIELD,PI,description,AUX FUEL OIL FORWARDING PUMP PRESSURE,AUX FUEL OIL FORWARDING PUMP PRESSURE F,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 F번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ee00b9cd99e1a9fd
33,D00P-00EGD00-M05-0002,FIELD,PI,description,GT FUEL OIL FORWARDING PUMP PRESSURE,GT FUEL OIL FORWARDING PUMP PRESSURE B,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,f1f1d8f6dd71d7d9
35,D00P-10PGB10-M05-0001,FIELD,LIT,description,UNIT #10 CCW EXPANSION TANK LEVEL,UNIT #10 CCW EXPANSION TANK LEVEL A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6c03427db50f20af
35,D00P-10PGB10-M05-0001,FIELD,LIT,description,UNIT #10 CCW EXPANSION TANK LEVEL,UNIT #10 CCW EXPANSION TANK LEVEL B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,aa3a6e7136eb0f94
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,15087b4d14176ae6
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE B,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,1997cf6c9bdc522c
36,D00P-10PGB10-M05-0002,FIELD,TI,description,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A RETURN TEMPERATURE,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A RETURN TEMPERATURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,321d0ddc0384fb2a
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,40e09db5f3ecf9d0
36,D00P-10PGB10-M05-0002,FIELD,TI,description,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A RETURN TEMPERATURE,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A RETURN TEMPERATURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,4354cc0eee336849
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE B,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,6cf3b93bd719abf0
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7956dd541ce35ea7
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,7dc1210d7a2d6a89
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A PRESSURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,ac1bd54ba7e9a6b7
36,D00P-10PGB10-M05-0002,FIELD,PI,description,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE,UNIT #10 CCW CONDENSER VACUUM PUMP COOLER A PRESSURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,bb9e43065c83612e
36,D00P-10PGB10-M05-0002,FIELD,TI,description,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A RETURN TEMPERATURE,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A RETURN TEMPERATURE A,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,e853573dfbb46a1b
36,D00P-10PGB10-M05-0002,FIELD,TI,description,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A RETURN TEMPERATURE,UNIT #10 CCW WATER BOX VACUUM PUMP COOLER A RETURN TEMPERATURE B,같은 도면에 같은 문장 2행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,f0f84ec4c03564c8
37,D00P-10PGB10-M05-0003,FIELD,PI,description,UNIT #10 CCW ST GENERATOR COOLER PRESSURE,UNIT #10 CCW ST GENERATOR COOLER PRESSURE B,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,148b04ef818fe301
37,D00P-10PGB10-M05-0003,FIELD,PI,description,UNIT #10 CCW ST HYDRAULIC OIL COOLER A PRESSURE,UNIT #10 CCW ST HYDRAULIC OIL COOLER A PRESSURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,172cb48f44893e8c
37,D00P-10PGB10-M05-0003,FIELD,PI,description,UNIT #10 CCW ST LUBE OIL COOLER PRESSURE,UNIT #10 CCW ST LUBE OIL COOLER PRESSURE F,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 F번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,233e57ba970cdcef
37,D00P-10PGB10-M05-0003,FIELD,TI,description,UNIT #10 CCW ST HYDRAULIC OIL COOLER A RETURN TEMPERATURE,UNIT #10 CCW ST HYDRAULIC OIL COOLER A RETURN TEMPERATURE B,같은 도면에 같은 문장 3행 · 위→아래 · 좌→우 B번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,316df6ceb959b7e1
37,D00P-10PGB10-M05-0003,FIELD,PI,description,UNIT #10 CCW ST HYDRAULIC OIL COOLER A PRESSURE,UNIT #10 CCW ST HYDRAULIC OIL COOLER A PRESSURE D,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 D번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,386698e0fc9ce18c
37,D00P-10PGB10-M05-0003,FIELD,PI,description,UNIT #10 CCW ST HYDRAULIC OIL COOLER A PRESSURE,UNIT #10 CCW ST HYDRAULIC OIL COOLER A PRESSURE C,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,4d314d9e07267038
37,D00P-10PGB10-M05-0003,FIELD,PI,description,UNIT #10 CCW ST GENERATOR COOLER PRESSURE,UNIT #10 CCW ST GENERATOR COOLER PRESSURE C,같은 도면에 같은 문장 6행 · 위→아래 · 좌→우 C번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,56e99355f9c7eb23
37,D00P-10PGB10-M05-0003,FIELD,TI,description,UNIT #10 CCW ST GENERATOR COOLER RETURN TEMPERATURE,UNIT #10 CCW ST GENERATOR COOLER RETURN TEMPERATURE A,같은 도면에 같은 문장 4행 · 위→아래 · 좌→우 A번째 · 붙이지 않음 — 이 도면의 테두리 그리드가 텍스트가 아니고 글리프 사전에 E~H·2~8 이 없다,C-1 중복 순번,63d696031ccb5cbd
